date,hour,patients,visits,speciality,humidity,temperature,aqi,rainfall,holiday,revisit,lagged
2024-03-12,12,34,33,Neurology,55.97,26.34,380,0.0,0,0,36
2024-03-12,13,25,23,Dermatology,26.72,32.03,334,3.53,0,0,25
2024-03-12,14,20,22,ENT,56.3,11.03,360,16.52,0,0,21
2024-03-12,15,20,18,Cardiology,84.54,15.33,373,0.93,0,1,16
2024-03-12,16,16,22,General Medicine,93.53,22.73,269,0.0,0,1,14
2024-03-12,17,27,30,Cardiology,82.69,18.64,279,0.0,0,1,23
2024-03-12,18,27,27,General Medicine,42.02,39.57,296,7.77,0,0,28
2024-03-12,19,28,29,ENT,54.91,25.9,232,1.2,0,1,30
2024-03-12,20,32,33,General Medicine,51.62,11.5,128,5.77,0,0,31
2024-03-12,21,31,34,Cardiology,69.38,31.82,197,0.0,0,0,34
2024-03-12,22,16,16,Dermatology,62.65,18.72,381,5.7,0,1,18
2024-03-12,23,19,22,ENT,61.32,39.76,341,0.0,0,1,19
2024-03-13,0,18,22,Orthopedics,89.18,33.09,378,4.36,0,0,14
2024-03-13,1,27,32,Dermatology,87.4,30.75,371,1.0,0,0,29
2024-03-13,2,11,13,Neurology,65.83,11.99,183,0.0,0,0,12
2024-03-13,3,14,18,Dermatology,48.18,13.91,295,0.0,0,1,11
2024-03-13,4,15,14,Orthopedics,33.61,39.73,102,4.99,0,0,18
2024-03-13,5,17,17,General Medicine,54.19,9.01,293,4.11,0,1,13
2024-03-13,6,27,25,Neurology,68.74,38.03,382,3.41,0,0,26
2024-03-13,7,18,24,Pediatrics,84.56,29.03,233,2.51,0,0,17
2024-03-13,8,32,37,Neurology,45.99,15.11,273,0.0,0,1,34
2024-03-13,9,28,28,General Medicine,30.68,25.04,225,3.77,0,0,25
2024-03-13,10,43,46,Neurology,87.97,19.67,351,0.0,0,0,46
2024-03-13,11,29,35,Cardiology,42.56,11.3,149,4.71,0,0,33
2024-03-13,12,32,31,Pediatrics,45.97,23.37,120,3.45,0,0,27
2024-03-13,13,14,22,ENT,64.82,38.55,147,6.68,0,1,15
2024-03-13,14,14,19,General Medicine,79.62,28.99,223,5.75,0,1,10
2024-03-13,15,19,22,Cardiology,88.87,28.2,280,5.57,0,1,20
2024-03-13,16,16,18,Pediatrics,46.38,18.59,179,8.09,0,0,14
2024-03-13,17,34,37,Neurology,94.55,15.26,260,7.32,0,0,30
2024-03-13,18,28,31,Orthopedics,57.93,15.76,219,0.57,0,0,23
2024-03-13,19,42,43,Orthopedics,45.75,30.85,90,0.0,0,0,37
2024-03-13,20,34,34,Cardiology,41.01,33.75,83,1.98,0,0,34
2024-03-13,21,35,34,Pediatrics,85.21,35.35,271,0.0,1,0,38
2024-03-13,22,28,25,Pediatrics,25.15,10.61,313,5.48,0,0,29
2024-03-13,23,15,15,Dermatology,87.22,16.97,109,2.9,0,0,16
2024-03-14,0,16,23,Dermatology,63.63,36.88,225,2.78,0,0,20
2024-03-14,1,24,30,Orthopedics,71.53,19.1,373,6.62,0,1,24
2024-03-14,2,15,15,General Medicine,60.38,21.56,205,5.88,1,1,17
2024-03-14,3,22,25,Cardiology,36.84,8.85,263,0.92,0,1,24
2024-03-14,4,14,14,Cardiology,29.4,19.79,232,6.87,0,1,16
2024-03-14,5,15,20,Neurology,36.96,15.25,119,2.7,0,0,12
2024-03-14,6,23,29,Dermatology,81.65,38.35,117,6.26,0,0,20
2024-03-14,7,15,20,Dermatology,55.72,41.38,110,0.0,0,1,18
2024-03-14,8,33,35,Pediatrics,69.6,22.05,368,1.58,0,0,37
2024-03-14,9,24,31,Pediatrics,72.07,20.13,290,7.31,0,0,26
2024-03-14,10,37,39,Pediatrics,92.8,15.89,343,0.0,0,0,40
2024-03-14,11,34,39,Pediatrics,70.78,16.8,143,7.79,0,0,38
2024-03-14,12,38,38,ENT,91.09,25.79,65,8.52,0,0,40
2024-03-14,13,21,26,Neurology,51.89,22.98,269,4.49,0,0,24
2024-03-14,14,14,18,Cardiology,27.99,40.85,223,4.34,0,1,13
2024-03-14,15,14,22,Orthopedics,31.11,31.17,167,4.7,0,0,13
2024-03-14,16,21,26,General Medicine,27.56,8.5,129,3.47,1,0,19
2024-03-14,17,29,37,Pediatrics,92.97,19.79,85,6.67,0,0,31
2024-03-14,18,37,43,Pediatrics,38.33,28.98,196,0.0,0,1,34
2024-03-14,19,42,48,Dermatology,79.29,19.12,138,2.5,0,1,38
2024-03-14,20,30,37,Pediatrics,90.43,11.83,174,0.0,0,1,30
2024-03-14,21,29,37,General Medicine,89.11,31.6,185,8.18,0,1,25
2024-03-14,22,23,27,Neurology,55.79,9.54,138,3.94,0,1,19
2024-03-14,23,20,27,Cardiology,39.36,32.28,262,3.37,0,0,16
2024-03-15,0,11,9,General Medicine,83.29,22.93,242,0.0,0,1,6
2024-03-15,1,17,17,Orthopedics,49.81,32.86,140,7.2,0,0,13
2024-03-15,2,12,16,General Medicine,35.39,38.81,163,5.83,0,0,14
2024-03-15,3,14,18,Dermatology,34.38,24.95,170,0.0,0,0,17
2024-03-15,4,14,18,ENT,49.16,15.85,152,0.0,0,0,11
2024-03-15,5,23,21,Pediatrics,70.1,21.17,337,4.82,0,1,24
2024-03-15,6,10,16,Orthopedics,30.83,34.39,214,0.0,0,0,14
2024-03-15,7,13,16,ENT,36.3,15.6,215,0.0,0,1,17
2024-03-15,8,20,22,Cardiology,87.6,29.61,199,3.48,0,0,23
2024-03-15,9,26,30,Neurology,81.17,23.7,245,7.36,0,0,22
2024-03-15,10,32,32,Orthopedics,65.48,29.48,101,11.34,1,0,33
2024-03-15,11,41,43,Dermatology,72.22,16.73,139,0.0,0,1,37
2024-03-15,12,24,21,ENT,28.25,20.37,386,5.95,0,0,28
2024-03-15,13,14,13,Pediatrics,51.2,36.82,203,12.54,0,1,14
2024-03-15,14,12,19,Neurology,78.29,28.44,116,5.7,0,1,8
2024-03-15,15,14,19,Neurology,57.04,8.25,263,3.85,0,1,12
2024-03-15,16,18,22,Dermatology,72.87,31.99,260,6.48,0,0,19
2024-03-15,17,31,35,Pediatrics,80.77,13.21,316,0.0,0,0,32
2024-03-15,18,31,32,Cardiology,85.3,41.99,141,0.0,0,0,28
2024-03-15,19,23,30,General Medicine,89.82,41.17,145,4.68,0,0,22
2024-03-15,20,32,29,General Medicine,58.44,38.91,394,0.0,0,1,35
2024-03-15,21,37,40,Neurology,53.05,24.94,122,8.83,0,1,32
2024-03-15,22,15,20,General Medicine,47.08,22.72,316,7.41,0,0,10
2024-03-15,23,19,23,General Medicine,63.73,17.73,173,15.57,0,1,20
2024-03-16,0,7,13,Orthopedics,53.45,12.69,289,0.0,1,0,6
2024-03-16,1,9,15,General Medicine,32.38,19.88,89,1.84,0,0,6
2024-03-16,2,13,10,Pediatrics,41.22,15.84,325,10.77,0,1,12
2024-03-16,3,10,16,Neurology,26.06,21.87,233,0.0,0,0,13
2024-03-16,4,14,13,General Medicine,40.35,32.16,275,3.02,1,0,11
2024-03-16,5,9,15,Dermatology,74.3,24.95,168,7.4,0,1,6
2024-03-16,6,14,14,ENT,86.65,9.91,178,0.0,0,0,10
2024-03-16,7,8,15,Pediatrics,59.67,13.11,158,8.73,0,0,3
2024-03-16,8,21,27,Dermatology,66.21,18.26,256,0.74,0,1,21
2024-03-16,9,26,31,Pediatrics,78.19,32.18,192,8.14,0,0,30
2024-03-16,10,27,31,Neurology,62.53,18.87,96,2.5,0,1,30
2024-03-16,11,24,22,Cardiology,75.99,32.18,318,14.63,0,1,26
2024-03-16,12,31,32,ENT,32.83,15.1,230,0.0,0,0,26
2024-03-16,13,12,15,ENT,29.91,30.38,109,0.0,0,0,12
2024-03-16,14,15,23,Cardiology,85.07,10.1,145,6.2,0,0,10
2024-03-16,15,12,17,Dermatology,80.39,14.64,272,6.41,0,0,11
2024-03-16,16,16,20,ENT,85.76,24.21,195,7.85,0,0,19
2024-03-16,17,25,26,ENT,89.96,14.78,140,7.57,0,1,22
2024-03-16,18,32,36,Pediatrics,82.36,40.63,394,4.32,0,0,35
2024-03-16,19,29,37,General Medicine,90.93,36.05,79,8.93,0,0,30
2024-03-16,20,25,28,Dermatology,55.79,25.59,152,0.0,0,1,25
2024-03-16,21,35,34,Cardiology,75.22,25.34,345,2.63,0,0,38
2024-03-16,22,19,23,ENT,62.47,32.74,100,0.0,0,1,22
2024-03-16,23,6,15,Dermatology,52.5,34.49,95,7.19,0,1,2
2024-03-17,0,18,17,ENT,65.51,30.71,334,4.81,0,1,19
2024-03-17,1,11,15,Pediatrics,30.78,11.85,246,9.07,0,1,14
2024-03-17,2,14,13,Pediatrics,79.42,35.7,263,6.56,0,0,18
2024-03-17,3,13,12,Neurology,43.49,14.73,186,9.06,0,0,11
2024-03-17,4,15,12,Cardiology,59.92,25.78,374,10.46,0,0,19
2024-03-17,5,10,9,Dermatology,74.24,35.72,286,11.25,0,1,7
2024-03-17,6,8,15,Pediatrics,83.39,31.27,99,9.0,0,1,10
2024-03-17,7,17,16,General Medicine,40.93,24.63,295,3.72,1,0,13
2024-03-17,8,27,36,Orthopedics,41.43,10.2,90,7.43,0,0,29
2024-03-17,9,24,27,Orthopedics,73.49,10.14,354,0.0,0,0,22
2024-03-17,10,21,26,Cardiology,91.63,31.32,206,7.8,0,0,19
2024-03-17,11,25,33,Orthopedics,34.85,10.55,134,0.0,0,0,29
2024-03-17,12,30,35,Cardiology,77.46,26.12,292,11.07,0,1,25
2024-03-17,13,16,24,Pediatrics,87.88,41.26,75,9.45,0,1,17
2024-03-17,14,14,17,Orthopedics,77.42,17.14,305,1.79,0,0,15
2024-03-17,15,11,15,Dermatology,28.25,21.97,365,8.45,0,0,15
2024-03-17,16,9,15,Neurology,49.16,21.63,143,8.4,0,0,10
2024-03-17,17,32,36,ENT,47.6,10.99,280,8.77,0,0,35
2024-03-17,18,22,22,Cardiology,36.67,21.08,145,0.0,0,0,21
2024-03-17,19,33,31,Orthopedics,40.33,20.87,376,9.39,0,0,37
2024-03-17,20,22,22,General Medicine,45.24,36.72,139,0.0,0,0,24
2024-03-17,21,29,29,Cardiology,60.28,12.94,367,7.6,0,0,32
2024-03-17,22,8,11,ENT,67.02,9.44,167,0.0,0,0,10
2024-03-17,23,8,12,Orthopedics,46.39,35.5,111,6.25,0,0,5
2024-03-18,0,25,25,ENT,93.14,37.53,347,0.0,0,0,28
2024-03-18,1,16,17,ENT,71.05,25.89,129,1.92,0,1,12
2024-03-18,2,13,19,Dermatology,93.56,38.83,98,0.0,0,1,15
2024-03-18,3,12,16,ENT,71.45,25.35,199,13.4,0,0,11
2024-03-18,4,19,24,Pediatrics,72.59,38.83,358,3.09,1,0,18
2024-03-18,5,11,11,Dermatology,75.97,36.99,216,0.0,0,0,15
2024-03-18,6,10,16,Neurology,75.19,39.88,331,9.21,0,1,6
2024-03-18,7,19,22,Cardiology,63.63,18.47,212,6.08,0,1,20
2024-03-18,8,39,36,Neurology,91.56,39.22,354,4.97,0,1,35
2024-03-18,9,32,34,Cardiology,37.25,36.53,196,2.81,0,0,28
2024-03-18,10,24,28,Pediatrics,81.77,11.89,104,0.0,0,0,24
2024-03-18,11,26,34,Neurology,81.76,38.92,99,1.0,1,1,25
2024-03-18,12,28,35,Pediatrics,45.9,22.99,252,0.0,0,0,24
2024-03-18,13,18,21,ENT,39.47,17.16,225,0.0,0,0,13
2024-03-18,14,17,20,Cardiology,60.51,20.66,368,2.92,0,0,17
2024-03-18,15,16,20,ENT,73.11,15.59,114,4.81,0,0,15
2024-03-18,16,21,24,ENT,75.09,9.08,370,4.08,0,0,25
2024-03-18,17,33,39,Pediatrics,62.25,10.12,380,1.68,0,0,34
2024-03-18,18,30,33,General Medicine,53.79,40.98,247,8.73,0,0,34
2024-03-18,19,31,34,Cardiology,83.18,31.1,323,0.0,0,1,26
2024-03-18,20,24,27,Neurology,69.31,34.88,107,5.51,0,0,27
2024-03-18,21,36,40,Orthopedics,77.88,18.29,116,0.0,0,0,39
2024-03-18,22,15,23,General Medicine,87.23,30.52,104,3.41,0,1,18
2024-03-18,23,7,10,Pediatrics,32.2,20.72,84,0.47,0,0,2
2024-03-19,0,19,20,Pediatrics,83.74,9.21,258,2.91,1,0,16
2024-03-19,1,18,21,ENT,89.37,38.39,299,3.84,0,0,19
2024-03-19,2,19,20,ENT,83.06,15.87,398,15.17,0,0,21
2024-03-19,3,12,20,Orthopedics,54.58,11.71,97,9.06,0,0,13
2024-03-19,4,18,22,Neurology,61.76,28.35,338,11.47,0,0,20
2024-03-19,5,17,22,General Medicine,78.67,10.26,177,0.0,0,0,20
2024-03-19,6,25,29,Orthopedics,59.34,35.03,64,20.31,0,1,24
2024-03-19,7,12,18,ENT,30.55,19.71,343,7.6,0,1,7
2024-03-19,8,35,37,Pediatrics,49.67,32.61,205,0.1,1,0,38
2024-03-19,9,34,36,Dermatology,81.5,38.6,144,0.0,0,1,37
2024-03-19,10,42,41,Dermatology,85.2,25.65,214,0.0,0,0,37
2024-03-19,11,31,29,Cardiology,30.91,36.9,266,0.0,0,0,29
2024-03-19,12,34,33,ENT,93.6,39.54,274,3.62,0,1,32
2024-03-19,13,21,24,Cardiology,88.14,28.93,174,0.0,0,1,18
2024-03-19,14,17,17,Orthopedics,76.83,39.68,344,2.84,0,1,18
2024-03-19,15,14,11,Pediatrics,85.75,12.33,311,1.09,1,1,15
2024-03-19,16,16,24,Dermatology,38.08,40.84,193,1.11,0,0,13
2024-03-19,17,40,44,ENT,86.68,33.11,394,7.99,0,0,43
2024-03-19,18,26,27,Orthopedics,38.05,14.04,195,0.0,0,0,24
2024-03-19,19,34,40,Orthopedics,73.31,16.26,100,2.67,0,0,29
2024-03-19,20,27,28,Neurology,27.2,20.44,209,0.0,0,1,25
2024-03-19,21,30,32,Pediatrics,64.22,11.36,153,0.44,0,0,27
2024-03-19,22,14,12,General Medicine,79.58,14.83,227,0.0,0,0,12
2024-03-19,23,15,22,Dermatology,79.83,8.97,237,0.0,0,1,14
2024-03-20,0,21,28,General Medicine,44.34,25.95,245,2.65,0,0,21
2024-03-20,1,17,23,Neurology,62.52,41.77,342,2.78,0,0,20
2024-03-20,2,16,21,General Medicine,30.81,31.22,313,0.0,1,0,12
2024-03-20,3,15,23,Cardiology,36.28,16.23,138,6.38,0,0,14
2024-03-20,4,19,23,General Medicine,71.09,8.72,150,1.5,0,1,22
2024-03-20,5,17,15,Pediatrics,74.12,15.95,370,6.97,0,0,16
2024-03-20,6,13,16,Dermatology,79.53,13.62,157,5.7,0,0,13
2024-03-20,7,14,22,Neurology,71.69,31.42,95,10.02,0,0,9
2024-03-20,8,33,36,Neurology,49.3,20.48,355,0.0,0,0,30
2024-03-20,9,32,40,General Medicine,25.05,22.94,81,10.81,0,0,27
2024-03-20,10,36,44,Orthopedics,32.19,24.19,60,0.4,0,1,36
2024-03-20,11,32,34,Cardiology,72.59,41.01,389,3.9,0,0,36
2024-03-20,12,27,30,Orthopedics,60.43,39.52,242,13.18,0,0,22
2024-03-20,13,8,10,Orthopedics,75.87,24.94,170,0.0,0,1,4
2024-03-20,14,21,24,ENT,66.18,14.89,298,0.0,0,1,16
2024-03-20,15,17,26,ENT,57.18,16.72,93,1.38,0,1,21
2024-03-20,16,20,26,Dermatology,37.14,39.4,336,0.0,0,1,22
2024-03-20,17,43,40,General Medicine,36.28,29.94,345,0.0,0,0,47
2024-03-20,18,37,43,Orthopedics,81.16,39.86,250,5.14,0,0,39
2024-03-20,19,36,35,General Medicine,61.05,24.59,215,0.0,0,0,38
2024-03-20,20,34,39,General Medicine,28.74,22.72,143,5.35,0,1,33
2024-03-20,21,26,34,ENT,47.87,38.61,108,2.18,0,0,30
2024-03-20,22,13,15,Pediatrics,38.1,9.45,325,0.0,0,1,16
2024-03-20,23,24,30,Cardiology,72.92,35.95,222,3.23,0,1,25
2024-03-21,0,13,15,Cardiology,63.13,32.46,271,10.38,0,1,12
2024-03-21,1,19,25,Pediatrics,74.35,35.05,331,7.9,0,0,14
2024-03-21,2,15,18,General Medicine,85.78,9.72,286,0.0,0,0,10
2024-03-21,3,16,14,Cardiology,89.81,40.92,201,13.34,0,0,17
2024-03-21,4,7,8,Pediatrics,39.16,25.03,101,10.07,0,0,5
2024-03-21,5,19,24,Neurology,35.46,38.77,346,9.12,0,1,17
2024-03-21,6,15,18,ENT,67.44,38.67,372,0.0,0,0,18
2024-03-21,7,17,24,Dermatology,81.84,23.04,140,1.98,0,1,15
2024-03-21,8,25,29,General Medicine,51.63,24.85,180,10.53,0,0,29
2024-03-21,9,30,29,General Medicine,79.56,38.6,388,8.0,0,0,32
2024-03-21,10,33,41,Dermatology,72.32,28.63,92,7.2,0,1,34
2024-03-21,11,36,42,Dermatology,62.44,10.28,277,10.89,0,0,33
2024-03-21,12,39,43,Dermatology,30.93,28.66,305,0.0,0,0,37
2024-03-21,13,21,28,ENT,92.16,28.75,277,16.73,0,0,25
2024-03-21,14,18,19,ENT,80.58,28.61,261,2.52,0,0,13
2024-03-21,15,17,22,Pediatrics,33.48,21.62,305,0.0,0,1,20
2024-03-21,16,19,21,General Medicine,49.17,19.3,230,0.0,0,0,23
2024-03-21,17,32,33,Dermatology,85.2,35.67,150,0.0,0,1,33
2024-03-21,18,39,39,Orthopedics,35.01,37.91,137,0.0,0,0,37
2024-03-21,19,33,35,Cardiology,41.45,30.6,320,0.0,1,0,37
2024-03-21,20,32,33,Pediatrics,81.6,37.58,79,9.62,0,1,29
2024-03-21,21,32,39,General Medicine,46.28,32.51,210,16.95,0,1,35
2024-03-21,22,15,20,Pediatrics,54.8,18.39,138,5.46,0,0,14
2024-03-21,23,21,26,Neurology,59.45,24.79,354,0.0,0,0,19
2024-03-22,0,13,19,Pediatrics,81.76,34.6,96,5.73,1,1,11
2024-03-22,1,16,18,Orthopedics,93.57,41.93,379,1.09,1,0,20
2024-03-22,2,20,21,Pediatrics,31.35,37.69,136,3.97,0,0,19
2024-03-22,3,17,16,Neurology,88.09,41.55,197,5.65,0,0,13
2024-03-22,4,19,24,Orthopedics,59.06,18.47,120,2.29,0,1,19
2024-03-22,5,13,14,Cardiology,34.74,19.06,180,0.0,0,0,13
2024-03-22,6,13,16,ENT,79.22,8.1,209,2.22,0,0,15
2024-03-22,7,20,25,Orthopedics,36.25,26.01,163,5.71,0,1,23
2024-03-22,8,35,37,Orthopedics,78.23,33.94,263,5.77,0,0,30
2024-03-22,9,40,42,Cardiology,66.61,27.57,274,0.0,1,0,39
2024-03-22,10,29,30,General Medicine,25.93,26.38,176,3.63,0,0,29
2024-03-22,11,27,28,Orthopedics,81.11,28.97,297,0.0,0,1,28
2024-03-22,12,33,41,Cardiology,35.91,31.42,157,0.79,0,1,36
2024-03-22,13,18,24,Orthopedics,35.61,24.19,144,9.26,0,0,16
2024-03-22,14,18,23,Pediatrics,58.82,38.54,399,0.0,0,0,17
2024-03-22,15,20,26,Orthopedics,80.21,21.65,144,6.57,0,0,24
2024-03-22,16,24,27,Dermatology,41.49,35.67,163,0.0,0,0,25
2024-03-22,17,26,32,Dermatology,29.65,9.71,160,4.63,0,0,25
2024-03-22,18,31,39,Pediatrics,77.78,15.99,157,0.0,0,0,29
2024-03-22,19,25,29,General Medicine,57.64,36.83,80,9.84,0,0,23
2024-03-22,20,29,33,Neurology,62.77,30.02,233,5.49,1,1,32
2024-03-22,21,32,39,ENT,62.97,32.22,86,4.45,0,1,34
2024-03-22,22,10,12,Neurology,26.74,22.31,147,5.86,0,1,11
2024-03-22,23,21,23,Orthopedics,51.03,21.14,250,2.34,0,1,23
2024-03-23,0,10,18,Orthopedics,83.1,30.3,96,0.0,0,0,14
2024-03-23,1,13,15,Orthopedics,60.88,11.29,107,11.53,0,1,9
2024-03-23,2,22,29,Pediatrics,38.95,16.33,237,5.31,0,1,18
2024-03-23,3,15,19,Neurology,87.28,17.38,281,10.29,0,0,14
2024-03-23,4,11,20,Neurology,51.22,17.32,72,5.05,0,0,15
2024-03-23,5,12,12,Cardiology,31.39,9.16,291,3.57,1,0,16
2024-03-23,6,17,14,Orthopedics,92.67,38.36,312,12.55,0,0,14
2024-03-23,7,20,20,Dermatology,28.64,39.92,232,2.36,0,0,20
2024-03-23,8,24,27,ENT,30.12,11.34,370,17.36,0,0,24
2024-03-23,9,28,35,General Medicine,43.71,33.71,117,0.0,0,0,28
2024-03-23,10,19,25,General Medicine,77.91,15.1,299,0.0,0,0,17
2024-03-23,11,19,27,General Medicine,69.4,38.92,144,0.0,0,0,14
2024-03-23,12,34,31,General Medicine,37.47,19.93,345,6.2,0,1,34
2024-03-23,13,9,13,General Medicine,33.32,32.96,229,2.25,1,0,7
2024-03-23,14,11,18,Neurology,57.29,34.3,198,0.0,0,0,14
2024-03-23,15,9,10,Pediatrics,74.82,25.58,117,7.76,0,0,11
2024-03-23,16,4,8,Orthopedics,78.1,38.32,158,0.58,0,1,3
2024-03-23,17,29,28,Dermatology,86.13,37.57,197,5.21,0,0,24
2024-03-23,18,35,33,ENT,72.26,19.24,323,0.0,0,0,38
2024-03-23,19,31,39,General Medicine,57.29,10.36,65,0.0,0,0,28
2024-03-23,20,27,30,Cardiology,57.25,28.85,239,4.2,0,1,25
2024-03-23,21,30,35,General Medicine,71.29,41.55,177,7.97,0,0,31
2024-03-23,22,13,13,Pediatrics,54.65,10.66,183,2.66,0,0,11
2024-03-23,23,15,14,Neurology,76.61,11.98,217,9.89,0,0,12
2024-03-24,0,9,17,Dermatology,44.22,18.33,194,9.71,1,0,5
2024-03-24,1,16,19,Dermatology,31.66,36.61,338,12.11,0,0,19
2024-03-24,2,10,15,Dermatology,64.46,19.93,292,0.0,0,0,12
2024-03-24,3,8,10,Cardiology,94.64,8.13,310,4.98,0,0,3
2024-03-24,4,8,7,Orthopedics,72.58,18.06,229,10.31,0,0,5
2024-03-24,5,14,15,Cardiology,56.2,14.59,157,7.01,0,0,9
2024-03-24,6,10,13,Dermatology,58.88,10.12,218,4.58,0,0,14
2024-03-24,7,16,14,ENT,73.45,27.1,238,9.19,0,0,19
2024-03-24,8,27,33,General Medicine,93.23,41.11,99,7.34,0,0,31
2024-03-24,9,44,44,ENT,33.08,19.02,292,0.0,0,0,47
2024-03-24,10,38,36,Pediatrics,26.01,22.31,347,10.51,0,0,33
2024-03-24,11,24,22,Orthopedics,84.24,11.82,288,4.3,1,0,20
2024-03-24,12,20,21,Orthopedics,68.63,39.88,131,3.45,0,0,24
2024-03-24,13,10,14,Orthopedics,73.63,16.12,190,0.0,0,0,14
2024-03-24,14,8,10,Dermatology,63.71,17.2,159,0.0,0,0,11
2024-03-24,15,9,8,Dermatology,37.94,41.18,119,0.0,0,0,9
2024-03-24,16,5,12,Cardiology,58.04,9.32,97,0.14,0,0,6
2024-03-24,17,20,24,Cardiology,62.69,30.49,194,7.2,0,0,19
2024-03-24,18,30,33,Cardiology,86.7,25.12,200,1.98,0,0,28
2024-03-24,19,27,29,Orthopedics,34.81,15.21,96,2.36,1,0,31
2024-03-24,20,30,30,ENT,37.26,11.07,84,0.0,1,1,33
2024-03-24,21,25,32,Cardiology,35.49,29.35,224,0.0,0,0,21
2024-03-24,22,6,11,Dermatology,63.54,9.73,122,0.0,0,1,8
2024-03-24,23,13,17,Orthopedics,45.37,32.78,374,1.31,0,1,8
2024-03-25,0,15,17,Pediatrics,86.98,23.59,122,0.0,0,0,16
2024-03-25,1,14,20,Cardiology,25.38,23.1,310,1.01,0,0,15
2024-03-25,2,23,22,Orthopedics,26.38,19.28,207,12.71,0,0,26
2024-03-25,3,13,20,General Medicine,44.95,17.42,78,0.0,0,0,8
2024-03-25,4,20,24,General Medicine,61.86,28.14,155,0.0,0,0,18
2024-03-25,5,18,19,Dermatology,43.29,40.69,388,2.85,0,0,15
2024-03-25,6,16,21,General Medicine,87.04,24.43,214,5.34,0,0,17
2024-03-25,7,19,19,Cardiology,38.56,12.54,242,0.0,0,0,20
2024-03-25,8,29,37,Orthopedics,44.04,16.49,195,14.6,0,0,32
2024-03-25,9,27,32,ENT,27.67,36.82,273,1.59,1,0,24
2024-03-25,10,29,31,Pediatrics,53.25,22.95,101,0.18,0,0,29
2024-03-25,11,31,32,General Medicine,28.7,34.22,345,0.51,0,1,33
2024-03-25,12,28,27,General Medicine,37.57,24.92,326,0.83,1,0,29
2024-03-25,13,15,20,Pediatrics,55.53,32.28,379,7.51,0,1,16
2024-03-25,14,23,27,Cardiology,46.71,37.22,356,8.18,0,0,27
2024-03-25,15,20,25,Dermatology,31.86,31.39,341,1.11,0,1,15
2024-03-25,16,20,26,General Medicine,78.92,22.18,387,11.22,0,0,24
2024-03-25,17,39,46,Orthopedics,34.6,39.91,251,0.0,1,0,41
2024-03-25,18,29,38,ENT,35.13,14.28,84,9.06,0,1,32
2024-03-25,19,31,38,General Medicine,94.16,8.5,166,0.0,0,1,28
2024-03-25,20,40,45,Cardiology,36.48,26.02,396,0.0,0,0,44
2024-03-25,21,23,20,General Medicine,90.52,35.99,385,1.24,0,0,20
2024-03-25,22,11,11,ENT,88.94,19.12,200,0.79,0,1,11
2024-03-25,23,20,19,ENT,54.83,34.97,279,0.0,0,0,23
2024-03-26,0,23,27,General Medicine,76.95,23.77,324,0.0,0,1,20
2024-03-26,1,18,18,General Medicine,46.26,8.46,232,4.01,0,0,18
2024-03-26,2,10,17,Pediatrics,94.91,17.94,133,11.22,1,1,6
2024-03-26,3,13,14,Neurology,28.32,34.93,62,5.2,0,0,10
2024-03-26,4,13,17,Cardiology,86.13,22.15,335,4.99,0,0,17
2024-03-26,5,15,17,Neurology,51.59,34.8,361,5.1,0,1,16
2024-03-26,6,6,12,Orthopedics,35.07,34.19,87,0.0,0,1,3
2024-03-26,7,10,12,ENT,34.01,38.78,131,7.23,0,0,5
2024-03-26,8,28,27,Cardiology,73.94,24.59,340,0.0,0,0,32
2024-03-26,9,26,32,Dermatology,93.2,11.91,289,0.0,0,1,24
2024-03-26,10,30,32,Neurology,30.03,11.76,177,11.08,0,0,33
2024-03-26,11,30,36,Cardiology,61.06,34.73,150,0.96,0,0,28
2024-03-26,12,33,37,Dermatology,59.19,31.93,112,0.69,0,0,34
2024-03-26,13,15,18,Pediatrics,48.55,13.31,337,5.23,0,0,12
2024-03-26,14,17,17,Cardiology,60.81,37.78,247,0.57,0,0,19
2024-03-26,15,21,23,General Medicine,34.65,33.35,363,11.42,0,0,18
2024-03-26,16,17,24,General Medicine,49.55,28.98,169,7.42,0,0,13
2024-03-26,17,23,31,Pediatrics,44.33,27.84,83,15.69,0,0,23
2024-03-26,18,28,31,ENT,58.16,21.52,265,5.12,0,0,31
2024-03-26,19,26,28,ENT,29.66,23.78,270,1.04,0,0,25
2024-03-26,20,35,43,Cardiology,78.2,13.67,157,15.57,0,1,38
2024-03-26,21,32,39,Neurology,65.65,38.42,181,9.45,0,1,33
2024-03-26,22,14,18,Pediatrics,46.27,27.21,60,5.89,0,1,14
2024-03-26,23,18,21,Neurology,79.96,35.4,345,7.42,0,0,18
2024-03-27,0,21,23,Dermatology,27.86,35.15,176,0.0,0,1,21
2024-03-27,1,9,10,Neurology,45.3,24.88,73,3.03,0,0,13
2024-03-27,2,17,21,ENT,51.41,36.27,170,2.98,0,0,12
2024-03-27,3,20,19,Dermatology,91.99,34.53,138,3.55,0,1,20
2024-03-27,4,27,27,Dermatology,94.12,25.28,338,0.0,0,1,24
2024-03-27,5,18,20,General Medicine,36.13,23.44,106,8.61,0,1,22
2024-03-27,6,11,15,Orthopedics,65.66,11.34,170,1.7,0,1,11
2024-03-27,7,13,13,Dermatology,38.12,9.02,210,0.0,0,1,11
2024-03-27,8,42,44,Dermatology,80.97,41.44,376,0.0,0,0,38
2024-03-27,9,36,40,ENT,56.07,35.72,338,8.6,0,1,34
